,date,bidhigh,bidlow,bidclose,bidopen,tickqty,timeframe,ema_200,ema_100,ema_80,peaks_min,peaks_max,median_max,median_min,channel_width_pips,channel_breakout_up,channel_breakout_down,signal,valid_signal
34,202509261343,0.65416,0.65395,0.65405,0.65398,347,m1,0.6541350238588692,0.6540347403630595,0.6539949309381247,0,0,0.6541350238588692,0.6539949309381247,1.4,0,0,0,0
35,202509261344,0.6541399999999999,0.65395,0.65403,0.65405,278,m1,0.6541339788453482,0.6540346464944841,0.653995796840887,0,0,0.6541339788453482,0.653995796840887,1.4,0,0,0,0
36,202509261345,0.65409,0.6537999999999999,0.65405,0.65403,431,m1,0.6541331432349468,0.6540349505242963,0.6539971351904947,0,0,0.6541331432349468,0.6539971351904947,1.4,0,0,0,0
37,202509261346,0.6541899999999999,0.65405,0.65418,0.65405,357,m1,0.654133609471415,0.654037822791142,0.6540016503709764,0,0,0.654133609471415,0.6540016503709764,1.3,1,0,1,1
38,202509261347,0.6541899999999999,0.65408,0.65413,0.65418,261,m1,0.6541335735562765,0.6540396480824066,0.6540048194976189,0,0,0.6541335735562765,0.6540048194976189,1.3,0,0,0,0
39,202509261348,0.65418,0.654,0.6541,0.65413,269,m1,0.6541332394910401,0.6540408431698836,0.6540071696334802,0,0,0.6541332394910401,0.6540071696334802,1.3,0,0,0,0
40,202509261349,0.6541399999999999,0.65386,0.65393,0.6541,198,m1,0.6541312172075472,0.6540386482556285,0.6540052642104313,0,0,0.6541312172075472,0.6540052642104313,1.3,0,1,-1,-1
41,202509261350,0.65425,0.65392,0.65409,0.65393,367,m1,0.6541308070860791,0.6540396651218536,0.654007356452149,0,0,0.6541308070860791,0.654007356452149,1.2,0,0,0,0
42,202509261351,0.65412,0.65396,0.65408,0.65409,284,m1,0.6541303015429341,0.654040463832312,0.6540091501199972,0,0,0.6541303015429341,0.6540091501199972,1.2,0,0,0,0
43,202509261352,0.65416,0.65403,0.65406,0.65408,223,m1,0.6541296020250938,0.6540408506871177,0.6540104056725898,0,0,0.6541296020250938,0.6540104056725898,1.2,0,0,0,0
44,202509261353,0.6541899999999999,0.65403,0.6541899999999999,0.65406,242,m1,0.6541302029999686,0.6540438041388579,0.6540148401004271,0,0,0.6541302029999686,0.6540148401004271,1.2,1,0,1,1
45,202509261354,0.65422,0.65406,0.65409,0.6541899999999999,210,m1,0.6541298029701182,0.6540447189083854,0.6540166959004166,0,0,0.6541298029701182,0.6540166959004166,1.1,0,0,0,0
46,202509261355,0.65416,0.6539699999999999,0.65401,0.65409,269,m1,0.6541286109007638,0.6540440314052491,0.654016530569542,0,0,0.6541286109007638,0.654016530569542,1.1,0,1,-1,-1
47,202509261356,0.65408,0.65394,0.65404,0.65401,136,m1,0.6541277292002587,0.6540439515754422,0.6540171100616521,0,0,0.6541277292002587,0.6540171100616521,1.1,0,0,0,0
48,202509261357,0.6541399999999999,0.65403,0.65409,0.65404,98,m1,0.6541273537853308,0.6540448634254333,0.6540189098132162,0,0,0.6541273537853308,0.6540189098132162,1.1,0,0,0,0
49,202509261358,0.6541399999999999,0.65407,0.6541,0.65409,59,m1,0.6541270816083624,0.654045955238791,0.6540209120400504,0,0,0.6541270816083624,0.6540209120400504,1.1,0,0,0,0
50,202509261359,0.65416,0.65401,0.6541399999999999,0.6541,178,m1,0.6541272101495728,0.6540478175112902,0.6540238524835059,0,0,0.6541272101495728,0.6540238524835059,1.0,1,0,1,1
